datetime,source_ip,username,success,failure_reason
2019-01-01 10:38:33.316668,47.229.53.68,hsmith,False,error_wrong_password
2019-01-01 10:38:34.316668,47.229.53.68,usmih,False,error_wrong_username
2019-01-01 10:38:35.316668,47.229.53.68,usmih,False,error_wrong_username
2019-01-01 10:38:36.316668,47.229.53.68,lsmth,False,error_wrong_username
2019-01-01 10:38:37.316668,47.229.53.68,lsmth,False,error_wrong_username
2019-01-01 10:38:38.316668,47.229.53.68,okm,False,error_wrong_username
2019-01-01 10:38:39.316668,47.229.53.68,okm,False,error_wrong_username
2019-01-01 10:38:40.316668,47.229.53.68,osmith,True,
2019-01-01 10:38:41.316668,47.229.53.68,yjoes,False,error_wrong_username
2019-01-01 10:38:42.316668,47.229.53.68,yjones,True,
2019-01-01 10:38:43.316668,47.229.53.68,ajones,True,
2019-01-01 10:38:44.316668,47.229.53.68,dyrown,False,error_wrong_username
2019-01-01 10:38:45.316668,47.229.53.68,dyrown,False,error_wrong_username
2019-01-01 10:38:46.316668,47.229.53.68,ssmith,False,error_wrong_password
2019-01-01 10:38:47.316668,47.229.53.68,ssmith,False,error_wrong_password
2019-01-01 10:38:48.316668,47.229.53.68,cim,False,error_wrong_username
2019-01-01 10:38:49.316668,47.229.53.68,cim,False,error_wrong_username
2019-01-01 10:38:50.316668,47.229.53.68,vjones,False,error_wrong_password
2019-01-01 10:38:51.316668,47.229.53.68,vjones,False,error_wrong_password
2019-01-01 10:38:52.316668,47.229.53.68,vlopz,False,error_wrong_username
2019-01-01 10:38:53.316668,47.229.53.68,vlopz,False,error_wrong_username
2019-01-01 10:38:54.316668,47.229.53.68,lkbm,False,error_wrong_username
2019-01-01 10:38:55.316668,47.229.53.68,lkbm,False,error_wrong_username
2019-01-01 10:38:56.316668,47.229.53.68,vkim,False,error_wrong_password
2019-01-01 10:38:57.316668,47.229.53.68,vkim,False,error_wrong_password
2019-01-01 10:38:58.316668,47.229.53.68,bsmith,True,
2019-01-01 10:38:59.316668,47.229.53.68,nlpez,False,error_wrong_username
2019-01-01 10:39:00.316668,47.229.53.68,nlpez,False,error_wrong_username
2019-01-01 10:39:01.316668,47.229.53.68,lbrowd,False,error_wrong_username
2019-01-01 10:39:02.316668,47.229.53.68,lbrowd,False,error_wrong_username
2019-01-01 10:39:03.316668,47.229.53.68,wcim,False,error_wrong_username
2019-01-01 10:39:04.316668,47.229.53.68,wcim,False,error_wrong_username
2019-01-01 10:39:05.316668,47.229.53.68,crown,False,error_wrong_username
2019-01-01 10:39:06.316668,47.229.53.68,crown,False,error_wrong_username
2019-01-01 10:39:07.316668,47.229.53.68,elopez,False,error_wrong_password
2019-01-01 10:39:08.316668,47.229.53.68,elopez,False,error_wrong_password
2019-01-01 10:39:09.316668,47.229.53.68,blopez,False,error_wrong_password
2019-01-01 10:39:10.316668,47.229.53.68,blopez,False,error_wrong_password
2019-01-01 10:39:11.316668,47.229.53.68,glouez,False,error_wrong_username
2019-01-01 10:39:12.316668,47.229.53.68,glouez,False,error_wrong_username
2019-01-01 10:39:13.316668,47.229.53.68,klozez,False,error_wrong_username
2019-01-01 10:39:14.316668,47.229.53.68,klozez,False,error_wrong_username
2019-01-01 10:39:15.316668,47.229.53.68,gbrown,True,
2019-01-01 10:39:16.316668,47.229.53.68,xlopez,False,error_wrong_password
2019-01-01 10:39:17.316668,47.229.53.68,xlopez,False,error_wrong_password
2019-01-01 10:39:18.316668,47.229.53.68,kjones,True,
2019-01-01 10:39:19.316668,47.229.53.68,zbron,False,error_wrong_username
2019-01-01 10:39:20.316668,47.229.53.68,zbron,False,error_wrong_username
2019-01-01 10:39:21.316668,47.229.53.68,ejoes,False,error_wrong_username
2019-01-01 10:39:22.316668,47.229.53.68,ejoes,False,error_wrong_username
2019-01-01 10:39:23.316668,47.229.53.68,qkim,True,
2019-01-01 10:39:24.316668,47.229.53.68,hkwm,False,error_wrong_username
2019-01-01 10:39:25.316668,47.229.53.68,hkwm,False,error_wrong_username
2019-01-01 10:39:26.316668,47.229.53.68,rloez,False,error_wrong_username
2019-01-01 10:39:27.316668,47.229.53.68,rloez,False,error_wrong_username
2019-01-01 10:39:28.316668,47.229.53.68,hbrown,True,
2019-01-01 10:39:29.316668,47.229.53.68,clopez,False,error_wrong_password
2019-01-01 10:39:30.316668,47.229.53.68,clopez,False,error_wrong_password
2019-01-01 10:39:31.316668,47.229.53.68,zmith,False,error_wrong_username
2019-01-01 10:39:32.316668,47.229.53.68,zmith,False,error_wrong_username
2019-01-01 10:39:33.316668,47.229.53.68,wjones,False,error_wrong_password
2019-01-01 10:39:34.316668,47.229.53.68,wjones,True,
2019-01-01 10:39:35.316668,47.229.53.68,wlopz,False,error_wrong_username
2019-01-01 10:39:36.316668,47.229.53.68,wlopz,False,error_wrong_username
2019-01-01 10:39:37.316668,47.229.53.68,gsmzth,False,error_wrong_username
2019-01-01 10:39:38.316668,47.229.53.68,gsmzth,False,error_wrong_username
2019-01-01 10:39:39.316668,47.229.53.68,ojones,False,error_wrong_password
2019-01-01 10:39:40.316668,47.229.53.68,ojones,True,
2019-01-01 10:39:41.316668,47.229.53.68,xjones,False,error_wrong_password
2019-01-01 10:39:42.316668,47.229.53.68,xjones,True,
2019-01-01 10:39:43.316668,47.229.53.68,elopez,False,error_wrong_password
2019-01-01 10:39:44.316668,47.229.53.68,elopez,False,error_wrong_password
2019-01-01 10:39:45.316668,47.229.53.68,nkik,False,error_wrong_username
2019-01-01 10:39:46.316668,47.229.53.68,nkik,False,error_wrong_username
2019-01-01 10:39:47.316668,47.229.53.68,floez,False,error_wrong_username
2019-01-01 10:39:48.316668,47.229.53.68,flopez,True,
2019-01-01 10:39:49.316668,47.229.53.68,qlopz,False,error_wrong_username
2019-01-01 10:39:50.316668,47.229.53.68,qlopz,False,error_wrong_username
2019-01-01 10:39:51.316668,47.229.53.68,xbrtwn,False,error_wrong_username
2019-01-01 10:39:52.316668,47.229.53.68,xbrtwn,False,error_wrong_username
2019-01-01 10:39:53.316668,47.229.53.68,ba,False,error_wrong_username
2019-01-01 10:39:54.316668,47.229.53.68,dba,False,error_wrong_password
2019-01-01 10:39:55.316668,47.229.53.68,erown,False,error_wrong_username
2019-01-01 10:39:56.316668,47.229.53.68,erown,False,error_wrong_username
2019-01-01 10:39:57.316668,47.229.53.68,mkim,False,error_wrong_password
2019-01-01 10:39:58.316668,47.229.53.68,mkim,True,
2019-01-01 10:39:59.316668,47.229.53.68,ukm,False,error_wrong_username
2019-01-01 10:40:00.316668,47.229.53.68,ukm,False,error_wrong_username
2019-01-01 10:40:01.316668,47.229.53.68,hlopez,True,
2019-01-01 10:40:02.316668,47.229.53.68,ysmit,False,error_wrong_username
2019-01-01 10:40:03.316668,47.229.53.68,ysmit,False,error_wrong_username
2019-01-01 10:40:04.316668,47.229.53.68,mjonen,False,error_wrong_username
2019-01-01 10:40:05.316668,47.229.53.68,mjonen,False,error_wrong_username
2019-01-01 10:40:06.316668,47.229.53.68,tsmith,False,error_wrong_password
2019-01-01 10:40:07.316668,47.229.53.68,tsmith,True,
2019-01-01 10:40:08.316668,47.229.53.68,jjnes,False,error_wrong_username
2019-01-01 10:40:09.316668,47.229.53.68,jjnes,False,error_wrong_username
2019-01-01 10:40:10.316668,47.229.53.68,ibrown,False,error_wrong_password
2019-01-01 10:40:11.316668,47.229.53.68,ibrown,True,
2019-01-01 10:40:12.316668,47.229.53.68,mwopez,False,error_wrong_username
2019-01-01 10:40:13.316668,47.229.53.68,mwopez,False,error_wrong_username
2019-01-01 10:40:14.316668,47.229.53.68,djones,False,error_wrong_password
2019-01-01 10:40:15.316668,47.229.53.68,djones,True,
2019-01-01 10:40:16.316668,47.229.53.68,rnones,False,error_wrong_username
2019-01-01 10:40:17.316668,47.229.53.68,rnones,False,error_wrong_username
2019-01-01 10:40:18.316668,47.229.53.68,tkim,True,
2019-01-01 10:40:19.316668,47.229.53.68,qbrown,False,error_wrong_password
2019-01-01 10:40:20.316668,47.229.53.68,qbrown,False,error_wrong_password
2019-01-01 10:40:21.316668,47.229.53.68,ybrown,True,
2019-01-01 10:40:22.316668,47.229.53.68,plfpez,False,error_wrong_username
2019-01-01 10:40:23.316668,47.229.53.68,plfpez,False,error_wrong_username
2019-01-01 11:08:42.783096,112.133.85.220,glopez,True,
2019-01-01 12:03:20.766059,65.198.150.62,jkim,True,
2019-01-01 12:14:18.075030,65.198.150.62,jkim,True,
2019-01-01 12:16:55.811542,112.133.85.220,glopez,True,
2019-01-01 12:18:45.048999,96.19.200.227,jkim,True,
2019-01-01 14:14:45.573287,88.55.2.156,lbroqn,False,error_wrong_username
2019-01-01 14:14:46.573287,88.55.2.156,lbroqn,False,error_wrong_username
2019-01-01 14:14:47.573287,88.55.2.156,ejones,False,error_wrong_password
2019-01-01 14:14:48.573287,88.55.2.156,ejones,False,error_wrong_password
2019-01-01 14:14:49.573287,88.55.2.156,hbrown,False,error_wrong_password
2019-01-01 14:14:50.573287,88.55.2.156,hbrown,False,error_wrong_password
2019-01-01 14:14:51.573287,88.55.2.156,blopz,False,error_wrong_username
2019-01-01 14:14:52.573287,88.55.2.156,blopz,False,error_wrong_username
2019-01-01 14:14:53.573287,88.55.2.156,fbrown,False,error_wrong_password
2019-01-01 14:14:54.573287,88.55.2.156,fbrown,False,error_wrong_password
2019-01-01 14:14:55.573287,88.55.2.156,qsmth,False,error_wrong_username
2019-01-01 14:14:56.573287,88.55.2.156,qsmth,False,error_wrong_username
2019-01-01 14:14:57.573287,88.55.2.156,jjones,False,error_wrong_password
2019-01-01 14:14:58.573287,88.55.2.156,jjones,False,error_wrong_password
2019-01-01 14:14:59.573287,88.55.2.156,tjones,False,error_wrong_password
2019-01-01 14:15:00.573287,88.55.2.156,tjones,False,error_wrong_password
2019-01-01 14:15:01.573287,88.55.2.156,ojone,False,error_wrong_username
2019-01-01 14:15:02.573287,88.55.2.156,ojone,False,error_wrong_username
2019-01-01 14:15:03.573287,88.55.2.156,wjones,False,error_wrong_password
2019-01-01 14:15:04.573287,88.55.2.156,wjones,False,error_wrong_password
2019-01-01 14:15:05.573287,88.55.2.156,kkim,True,
2019-01-01 14:15:06.573287,88.55.2.156,csmih,False,error_wrong_username
2019-01-01 14:15:07.573287,88.55.2.156,csmih,False,error_wrong_username
2019-01-01 14:15:08.573287,88.55.2.156,smith,False,error_wrong_username
2019-01-01 14:15:09.573287,88.55.2.156,smith,False,error_wrong_username
2019-01-01 14:15:10.573287,88.55.2.156,aki,False,error_wrong_username
2019-01-01 14:15:11.573287,88.55.2.156,aki,False,error_wrong_username
2019-01-01 14:15:12.573287,88.55.2.156,xkum,False,error_wrong_username
2019-01-01 14:15:13.573287,88.55.2.156,xkim,False,error_wrong_password
2019-01-01 14:15:14.573287,88.55.2.156,jkim,True,
2019-01-01 14:15:15.573287,88.55.2.156,ebrown,False,error_wrong_password
2019-01-01 14:15:16.573287,88.55.2.156,ebrown,False,error_wrong_password
2019-01-01 14:15:17.573287,88.55.2.156,jones,False,error_wrong_username
2019-01-01 14:15:18.573287,88.55.2.156,jones,False,error_wrong_username
2019-01-01 14:15:19.573287,88.55.2.156,hjons,False,error_wrong_username
2019-01-01 14:15:20.573287,88.55.2.156,hjons,False,error_wrong_username
2019-01-01 14:15:21.573287,88.55.2.156,flim,False,error_wrong_username
2019-01-01 14:15:22.573287,88.55.2.156,flim,False,error_wrong_username
2019-01-01 14:15:23.573287,88.55.2.156,pbrown,False,error_wrong_password
2019-01-01 14:15:24.573287,88.55.2.156,pbrown,False,error_wrong_password
2019-01-01 14:15:25.573287,88.55.2.156,zlopzz,False,error_wrong_username
2019-01-01 14:15:26.573287,88.55.2.156,zlopzz,False,error_wrong_username
2019-01-01 14:15:27.573287,88.55.2.156,dkim,False,error_wrong_password
2019-01-01 14:15:28.573287,88.55.2.156,dkim,False,error_wrong_password
2019-01-01 14:15:29.573287,88.55.2.156,djones,False,error_wrong_password
2019-01-01 14:15:30.573287,88.55.2.156,djones,False,error_wrong_password
2019-01-01 14:15:31.573287,88.55.2.156,lopez,False,error_wrong_username
2019-01-01 14:15:32.573287,88.55.2.156,lopez,False,error_wrong_username
2019-01-01 14:15:33.573287,88.55.2.156,kjone,False,error_wrong_username
2019-01-01 14:15:34.573287,88.55.2.156,kjone,False,error_wrong_username
2019-01-01 14:15:35.573287,88.55.2.156,gki,False,error_wrong_username
2019-01-01 14:15:36.573287,88.55.2.156,gki,False,error_wrong_username
2019-01-01 14:15:37.573287,88.55.2.156,zkim,True,
2019-01-01 14:15:38.573287,88.55.2.156,tzopez,False,error_wrong_username
2019-01-01 14:15:39.573287,88.55.2.156,tzopez,False,error_wrong_username
2019-01-01 14:15:40.573287,88.55.2.156,da,False,error_wrong_username
2019-01-01 14:15:41.573287,88.55.2.156,da,False,error_wrong_username
2019-01-01 14:15:42.573287,88.55.2.156,nlopez,False,error_wrong_password
2019-01-01 14:15:43.573287,88.55.2.156,nlopez,False,error_wrong_password
2019-01-01 14:15:44.573287,88.55.2.156,lkim,False,error_wrong_password
2019-01-01 14:15:45.573287,88.55.2.156,lkim,False,error_wrong_password
2019-01-01 14:15:46.573287,88.55.2.156,ybrow,False,error_wrong_username
2019-01-01 14:15:47.573287,88.55.2.156,ybrown,True,
2019-01-01 14:15:48.573287,88.55.2.156,flopez,False,error_wrong_password
2019-01-01 14:15:49.573287,88.55.2.156,flopez,True,
2019-01-01 14:15:50.573287,88.55.2.156,kkim,False,error_wrong_password
2019-01-01 14:15:51.573287,88.55.2.156,kkim,False,error_wrong_password
2019-01-01 14:15:52.573287,88.55.2.156,lkim,False,error_wrong_password
2019-01-01 14:15:53.573287,88.55.2.156,lkim,False,error_wrong_password
2019-01-01 14:15:54.573287,88.55.2.156,ikim,False,error_wrong_password
2019-01-01 14:15:55.573287,88.55.2.156,ikim,True,
2019-01-01 14:15:56.573287,88.55.2.156,kim,False,error_wrong_username
2019-01-01 14:15:57.573287,88.55.2.156,ekim,False,error_wrong_password
2019-01-01 14:15:58.573287,88.55.2.156,vrown,False,error_wrong_username
2019-01-01 14:15:59.573287,88.55.2.156,vrown,False,error_wrong_username
2019-01-01 14:16:00.573287,88.55.2.156,rlopez,False,error_wrong_password
2019-01-01 14:16:01.573287,88.55.2.156,rlopez,False,error_wrong_password
2019-01-01 14:16:02.573287,88.55.2.156,azrown,False,error_wrong_username
2019-01-01 14:16:03.573287,88.55.2.156,azrown,False,error_wrong_username
2019-01-01 14:16:04.573287,88.55.2.156,zjones,False,error_wrong_password
2019-01-01 14:16:05.573287,88.55.2.156,zjones,True,
2019-01-01 14:16:06.573287,88.55.2.156,rjones,False,error_wrong_password
2019-01-01 14:16:07.573287,88.55.2.156,rjones,True,
2019-01-01 14:16:08.573287,88.55.2.156,tsmith,False,error_wrong_password
2019-01-01 14:16:09.573287,88.55.2.156,tsmith,False,error_wrong_password
2019-01-01 14:16:10.573287,88.55.2.156,ijone,False,error_wrong_username
2019-01-01 14:16:11.573287,88.55.2.156,ijone,False,error_wrong_username
2019-01-01 14:16:12.573287,88.55.2.156,jlozez,False,error_wrong_username
2019-01-01 14:16:13.573287,88.55.2.156,jlozez,False,error_wrong_username
2019-01-01 14:16:14.573287,88.55.2.156,asmith,False,error_wrong_password
2019-01-01 14:16:15.573287,88.55.2.156,asmith,True,
2019-01-01 14:16:16.573287,88.55.2.156,zxim,False,error_wrong_username
2019-01-01 14:16:17.573287,88.55.2.156,zxim,False,error_wrong_username
2019-01-01 14:16:18.573287,88.55.2.156,lszith,False,error_wrong_username
2019-01-01 14:16:19.573287,88.55.2.156,lsmith,False,error_wrong_password
2019-01-01 14:16:20.573287,88.55.2.156,jones,False,error_wrong_username
